Municipio;Cod_Municipio;Provincia;Cod_Provincia;Cod_INE;Población;Mancomunidades;Entidades Locales Menores;Comarca;Longitud;Latitud;CoordenadaX;CoordenadaY;Posición;presencia_de_comercio
VILLAQUEJIDA;221;LEÓN;24;24221;828;SUR DE LEÓN (MANSURLE);VILLAFER;;-5.596014;42.146401;285490.39;4669293.23;42.14640099906128,-5.596014;0
VILLAQUILAMBRE;222;LEÓN;24;24222;18597;LEÓN Y ALFOZ,SANEAMIENTO INTEGRAL DE LEÓN Y SU ALFOZ,SERFUNLE;CANALEJA DE TORÍO,CASTRILLINO,NAVATEJERA,ROBLEDO DE TORÍO,VILLAMOROS DE LAS REGUERAS,VILLANUEVA DEL ÁRBOL,VILLAOBISPO DE LAS REGUERAS,VILLAQUILAMBRE,VILLARRODRIGO DE LAS REGUERAS,VILLASINTA DE TORÍO;;-5.55877;42.646313;290240.78;4724713.98;42.646312999059816,-5.55877;0
VILLASABARIEGO;225;LEÓN;24;24225;1121;LANCIA Y SOBARRIBA;PALAZUELO DE ESLONZA,VALLE DE MANSILLA,VEGA DE LOS ÁRBOLES,VILLABÚRBULA,VILLACONTILDE,VILLAFALÉ,VILLAFAÑE,VILLARENTE,VILLASABARIEGO,VILLIGUER,VILLIMER;;-5.414738;42.533365;301690.69;4711823.78;42.533364999060126,-5.414738;0
VILLASELÁN;226;LEÓN;24;24226;181;ZONA DE SAHAGUN;ARCAYOS,CASTROAÑE,SANTA MARÍA DEL RÍO,VALDAVIDA,VILLACERÁN,VILLASELÁN;;-5.047914;42.560954;331891.25;4714093.87;42.560953999060054,-5.047914;0
VILLATURIEL;227;LEÓN;24;24227;1865;LANCIA Y SOBARRIBA;ALIJA DE LA RIBERA,CASTRILLO DE LA RIBERA,MANCILLEROS,MARIALBA DE LA RIBERA,MARNE,RODEROS,SAN JUSTO DE LAS REGUERAS,SANTA OLAJA DE LA RIBERA,TOLDANOS,VALDESOGO DE ABAJO,VALDESOGO DE ARRIBA,VILLARROAÑE,VILLATURIEL;;-5.485379;42.518526;295840.63;4710343.75;42.51852599906017,-5.485378999999999;0
ALAR DEL REY;5;PALENCIA;34;34005;908;BOEDO-OJEDA;BECERRIL DEL CARPIO,NOGALES DE PISUERGA;;-4.31131;42.660011;392529.13;4723894.18;42.66001099905977,-4.31131;0
AMPUDIA;10;PALENCIA;34;34010;600;AGUAS CAMPOS-ALCORES,ALCOR - CAMPOS;;;-4.781006;41.916286;352305.58;4642015.42;41.91628599906206,-4.781006;0
AYUELA;20;PALENCIA;34;34020;54;COMARCA DE SALDAÑA;;;-4.658231;42.629231;364028.87;4720975.58;42.629230999059864,-4.658231;0
BAQUERÍN DE CAMPOS;24;PALENCIA;34;34024;26;ALCOR - CAMPOS,ZONA CAMPOS OESTE;;;-4.783756;42.015331;352306.53;4653017.53;42.01533099906173,-4.783756000000001;0
BOADA DE CAMPOS;33;PALENCIA;34;34033;18;AGUAS CAMPOS-ALCORES,CAMPOS;;;-4.876984;41.988383;344521.38;4650190.47;41.988382999061805,-4.876984;0
BOADILLA DE RIOSECO;35;PALENCIA;34;34035;114;CAMPOS;;;-4.968525;42.178273;337424.11;4671445.61;42.178272999061186,-4.968525;0
BRAÑOSERA;36;PALENCIA;34;34036;255;EL CARMEN;BRAÑOSERA,SALCEDILLO,VALBERZOSO;;-4.307852;42.935186;393286.44;4754447.09;42.935185999059094,-4.3078520000000005;0
CALZADA DE LOS MOLINOS;42;PALENCIA;34;34042;317;CAMINO DE SANTIAGO;;;-4.650003;42.327402;364051.57;4687446.61;42.32740199906072,-4.650003000000001;0
CARRIÓN DE LOS CONDES;47;PALENCIA;34;34047;2011;CAMINO DE SANTIAGO;TORRE DE LOS MOLINOS;;-4.604464;42.340728;367831.65;4688854.56;42.340727999060675,-4.604464;0
CASTRILLO DE ONIELO;51;PALENCIA;34;34051;104;VALLES DEL CERRATO,ZONA CERRATO SUR;;;-4.302176;41.85775;391915.96;4634802.17;41.857749999062264,-4.302175999999999;0
CASTRILLO DE VILLAVEGA;52;PALENCIA;34;34052;173;LA VALLARNA;;;-4.479982;42.454296;378305.83;4701279.19;42.45429599906035,-4.479981999999999;0
CASTROMOCHO;53;PALENCIA;34;34053;212;CAMPOS,ZONA CAMPOS OESTE;;;-4.822096;42.029103;349164.45;4654613.53;42.029102999061664,-4.822096;0
CEVICO NAVERO;58;PALENCIA;34;34058;186;VALLES DEL CERRATO,ZONA CERRATO SUR;;;-4.183933;41.861218;401735.91;4635045.14;41.861217999062255,-4.183933;0
CISNEROS;59;PALENCIA;34;34059;429;CAMPOS;;;-4.856928;42.220544;346743.19;4675932.65;42.22054399906105,-4.856928;0
CONGOSTO DE VALDAVIA;62;PALENCIA;34;34062;150;COMARCA DE SALDAÑA;CORNONCILLO,VILLANUEVA DE ABAJO;;-4.634857;42.714604;366128.95;4730418.64;42.71460399905964,-4.634857;0
CUBILLAS DE CERRATO;66;PALENCIA;34;34066;63;VALLES DEL CERRATO,ZONA CERRATO SUR;;;-4.467253;41.799297;378103.03;4628533.21;41.79929699906247,-4.4672529999999995;0
DEHESA DE MONTEJO;67;PALENCIA;34;34067;127;ALTO PISUERGA,VALLE DEL PISUERGA;COLMENARES DE OJEDA,DEHESA DE MONTEJO,VADO;;-4.509346;42.819042;376614.2;4741824.79;42.81904199905938,-4.509346;0
GUARDO;80;PALENCIA;34;34080;5786;AGUAS DEL CARRION,ALTO CARRION;;;-4.84151;42.788941;349386.79;4739021.99;42.78894099905945,-4.8415099999999995;0
GUAZA DE CAMPOS;81;PALENCIA;34;34081;58;CAMPOS Y NAVA,VILLAS DE TIERRA DE CAMPOS;;;-4.90823;42.135731;342298.23;4666608.6;42.13573099906132,-4.908229999999999;0
ITERO DE LA VEGA;89;PALENCIA;34;34089;152;CANAL DEL PISUERGA;;;-4.25877;42.286549;396219.89;4682359.32;42.28654899906085,-4.25877;0
LA VID DE OJEDA;93;PALENCIA;34;34093;88;BOEDO-OJEDA;;;-4.38495;42.659136;386492.1;4723893.22;42.65913599905977,-4.38495;0
RUBENA;326;BURGOS;09;09326;193;ENCUENTRO DE CAMINOS: SIERRA DE ATAPUERCA,CAMINO DE SANTIAGO Y VÍA ROMANA,RIOS ARLANZON Y VENA,TIERRAS DEL CID;;;-3.574331;42.388387;452725.51;4693059.6;42.38838699906054,-3.5743309999999995;0
RUCANDIO;328;BURGOS;09;09328;64;OÑA-BUREBA-CADERECHAS-VALDIVIELSO (OBURCAVAL);HERRERA DE VALDIVIELSO,HOZABEJAS,HUESPEDA,MADRID DE CADERECHAS,OJEDA,RUCANDIO;;-3.542017;42.750873;455642.94;4733292.74;42.750872999059546,-3.5420170000000004;0
SALAS DE BUREBA;329;BURGOS;09;09329;135;OÑA-BUREBA-CADERECHAS-VALDIVIELSO (OBURCAVAL);;;-3.473753;42.69219;461192.96;4726742.68;42.69218999905969,-3.4737529999999994;0
SALAS DE LOS INFANTES;330;BURGOS;09;09330;1980;AGUAS DE LARA,ALFOZ DE LARA;HOYUELOS DE LA SIERRA;;-3.282137;42.022314;476642.25;4652292.18;42.022313999061694,-3.282137;0
SALINILLAS DE BUREBA;334;BURGOS;09;09334;51;;BUEZO,REVILLALCÓN,SALINILLAS DE BUREBA;;-3.388483;42.552895;468106.77;4711239.6;42.552894999060065,-3.388483;0
SAN ADRIÁN DE JUARROS;335;BURGOS;09;09335;94;COMARCA DEL ARLANZÓN;;;-3.47607;42.273855;460742.48;4680292.51;42.27385499906088,-3.4760700000000004;0
SAN JUAN DEL MONTE;337;BURGOS;09;09337;156;RIO ARANDILLA;;;-3.521306;41.6844;456613.94;4614867.77;41.68439999906288,-3.5213060000000005;0
SANTA CECILIA;343;BURGOS;09;09343;100;RIBERA DEL ARLANZA Y DEL MONTE;;;-3.804323;42.052273;433442.23;4655892.94;42.0522729990616,-3.804322999999999;0
SANTA CRUZ DE LA SALCEDA;345;BURGOS;09;09345;132;VALLE DEL RIO RIAZA;;;-3.594931;41.594866;450417.85;4604967.16;41.59486599906324,-3.5949309999999994;0
SANTA CRUZ DEL VALLE URBIÓN;346;BURGOS;09;09346;101;SIERRA DE LA DEMANDA;;;-3.222726;42.304796;481642.62;4683642.28;42.304795999060794,-3.2227260000000006;0
SANTA INÉS;348;BURGOS;09;09348;147;RIBERA DEL ARLANZA Y DEL MONTE;;;-3.702984;42.040327;441817.17;4654492.75;42.040326999061634,-3.702984;0
SANTA MARÍA DEL CAMPO;350;BURGOS;09;09350;518;BAJO ARLANZA,CAMPOS DE MUÑÓ;;;-3.975927;42.131551;419342.33;4664843.16;42.13155099906133,-3.9759269999999995;0
SANTA MARIA DEL MERCADILLO;352;BURGOS;09;09352;104;LA YECLA;;;-3.559958;41.860028;453524.02;4634387.05;41.86002799906225,-3.5599580000000004;0
SANTIBÁÑEZ DEL VAL;356;BURGOS;09;09356;54;LA YECLA;BARRIOSUSO;;-3.48107;41.973287;460142.18;4646922.2;41.973286999061855,-3.481069999999999;0
SARRACÍN;362;BURGOS;09;09362;257;RIBERA DEL RIO AUSIN Y ZONA DE SAN PEDRO DE CARDEÑA;;;-3.698087;42.258302;442420.32;4678691.75;42.25830199906092,-3.698086999999999;0
SOLARANA;366;BURGOS;09;09366;73;VIRGEN DE MANCILES;;;-3.65805;41.971151;445477.13;4646782.55;41.97115099906187,-3.658049999999999;0
SOTILLO DE LA RIBERA;369;BURGOS;09;09369;469;RIBERA DEL DUERO-COMARCA DE ROA;PINILLOS DE ESGUEVA;;-3.824946;41.776969;431441.62;4625342.62;41.776968999062554,-3.824946;0
SUSINOS DEL PÁRAMO;374;BURGOS;09;09374;113;PEÑA AMAYA;;;-3.926748;42.471035;423817.29;4702492.86;42.471034999060294,-3.9267479999999995;0
TAMARÓN;375;BURGOS;09;09375;41;CAMPOS DE MUÑÓ,PUEBLOS DE LA VECINDAD DE BURGOS;;;-3.990838;42.272819;418292.18;4680543.01;42.272818999060895,-3.9908379999999997;0
TERRADILLOS DE ESGUEVA;380;BURGOS;09;09380;73;RIBERA DEL DUERO-COMARCA DE ROA;;;-3.843905;41.818893;429911.72;4630012.66;41.818892999062406,-3.843905;0
TOBAR;382;BURGOS;09;09382;22;PEÑA AMAYA;;;-3.93941;42.48399;422792.29;4703942.87;42.48398999906026,-3.9394099999999996;0
TORDÓMAR;384;BURGOS;09;09384;329;VIRGEN DE MANCILES;;;-3.867057;42.044611;428242.3;4655093.02;42.04461099906162,-3.8670570000000004;0
TORRECILLA DEL MONTE;386;BURGOS;09;09386;73;RIBERA DEL ARLANZA Y DEL MONTE;;;-3.694219;42.09532;442592.2;4660592.77;42.09531999906145,-3.694219;0
TÓRTOLES DE ESGUEVA;391;BURGOS;09;09391;397;RIBERA DEL DUERO-COMARCA DE ROA;;;-4.021598;41.816597;415150.67;4629917.93;41.816596999062405,-4.021598000000001;0
VALDEANDE;403;BURGOS;09;09403;99;LA YECLA;;;-3.528794;41.832749;456092.01;4631341.9;41.832748999062346,-3.5287939999999995;0
VALDEZATE;405;BURGOS;09;09405;124;RIBERA DEL DUERO-COMARCA DE ROA;;;-3.931026;41.602553;422416.32;4606068.23;41.6025529990632,-3.931026;0
VALDORROS;406;BURGOS;09;09406;342;RIBERA DEL RIO AUSIN Y ZONA DE SAN PEDRO DE CARDEÑA;;;-3.708987;42.172685;441442.24;4669192.8;42.17268499906121,-3.708987;0
VALLARTA DE BUREBA;408;BURGOS;09;09408;45;DESFILADERO Y BUREBA;;;-3.203619;42.58807;483292.91;4715092.46;42.58806999905997,-3.2036189999999998;0
VALLE DE LAS NAVAS;904;BURGOS;09;09904;530;TIERRAS DEL CID;CELADA DE LA TORRE,MELGOSA DE BURGOS,RIOCEREZO,ROBREDO TEMIÑO,TEMIÑO,TOBES Y RAHEDO;;-3.637037;42.452602;447617.5;4700226.64;42.45260199906035,-3.637037;0
VALLE DE MANZANEDO;409;BURGOS;09;09409;132;;ARREBA,MANZANEDO,POBLACION DE ARREBA;;-3.691368;42.897273;443553.83;4749639.03;42.89727299905919,-3.6913679999999998;0
VALLE DE MENA;410;BURGOS;09;09410;3987;;ANGULO,ANZO,ARCEO,ARTIETA,AYEGA,BARRASA,BORTEDO,BURCEÑA,CADAGUA,CAMPILLO,CANIEGO,CARRASQUEDO,CONCEJERO,COVIDES,EL VIGO,ENTRAMBASAGUAS,GIJANO,HORNES,IRUS,LA PRESILLA,LECIÑANA DE MENA,LEZANA,MALTRANA,MALTRANILLA,MEDIANAS,MENAMAYOR,NAVA,PARTEARROYO,RIBOTA,SANTA CRUZ,SANTA MARÍA DEL LLANO DE TUDELA,SANTECILLA,SANTIAGO,SIONES,SOPEÑANO,TARANCO,UNGO,VALLEJO,VALLEJUELO,VIERGOL,VILLANUEVA DE MENA,VILLASUSO,VIVANCO;;-3.280765;43.099086;477152.08;4771856.51;43.09908599905873,-3.2807650000000006;0
VALLE DE ZAMANZAS;416;BURGOS;09;09416;50;AGUAS LAS CALZADAS;AYLANES,GALLEJONES;;-3.756044;42.849353;438225.65;4744363.09;42.8493529990593,-3.7560439999999997;0
VALMALA;407;BURGOS;09;09407;24;SIERRA DE LA DEMANDA;;;-3.25488;42.30518;478992.61;4683692.31;42.3051799990608,-3.254879999999999;0
VILEÑA;423;BURGOS;09;09423;26;;;;-3.322169;42.621598;473579.93;4718845.6;42.62159799905989,-3.3221689999999997;0
VILLAESPASA;430;BURGOS;09;09430;27;RIBERA DEL ARLANZA Y DEL MONTE;RUPELO,VILLAESPASA;;-3.405823;42.09805;466442.33;4660742.4;42.09804999906144,-3.4058230000000003;0
VILLAFRUELA;432;BURGOS;09;09432;168;RIBERA DEL ARLANZA Y DEL MONTE;;;-3.912587;41.91857;424325.07;4641137.86;41.91856999906205,-3.9125870000000003;0
VILLAGALIJO;433;BURGOS;09;09433;58;SIERRA DE LA DEMANDA;EZQUERRA,SANTA OLALLA DEL VALLE;;-3.192527;42.34853;484142.66;4688492.25;42.34852999906066,-3.1925269999999997;0
VILLALDEMIRO;441;BURGOS;09;09441;99;CAMPOS DE MUÑÓ,PUEBLOS DE LA VECINDAD DE BURGOS;;;-3.985877;42.246294;418667.2;4677593.02;42.24629399906097,-3.985877;0
VILLAMAYOR DE LOS MONTES;443;BURGOS;09;09443;155;RIBERA DEL ARLANZA Y DEL MONTE;;;-3.765088;42.105904;436742.2;4661817.89;42.10590399906142,-3.765088;0
VILLANGÓMEZ;448;BURGOS;09;09448;225;RIBERA DEL ARLANZA Y DEL MONTE;VILLAFUERTES;;-3.772953;42.180829;436167.23;4670142.87;42.18082899906117,-3.7729529999999993;0
VILLANUEVA DE ARGAÑO;449;BURGOS;09;09449;114;CAMPOS DE MUÑÓ,PUEBLOS DE LA VECINDAD DE BURGOS;;;-3.933011;42.3807;423192.23;4692467.9;42.38069999906055,-3.933011;0
VILLANUEVA DE GUMIEL;451;BURGOS;09;09451;274;LA YECLA;;;-3.626503;41.737686;447901.82;4620842.07;41.737685999062705,-3.626503;0
VILLAQUIRÁN DE LOS INFANTES;456;BURGOS;09;09456;151;CAMPOS DE MUÑÓ,PUEBLOS DE LA VECINDAD DE BURGOS;VILLANUEVA DE LAS CARRETAS;;-4.008322;42.228537;416792.2;4675643.08;42.22853699906102,-4.008322;0
VILLASANDINO;460;BURGOS;09;09460;176;ODRA-PISUERGA;;;-4.107775;42.371715;408792.08;4691642.97;42.371714999060586,-4.107775;0
VILLASUR DE HERREROS;463;BURGOS;09;09463;258;CAMINO NATURAL VÍA VERDE DE LA SIERRA DE LA DEMANDA,COMARCA DEL ARLANZÓN,RIOS ARLANZON Y VENA;URREZ;;-3.39534;42.30861;467417.56;4684117.43;42.30860999906077,-3.3953400000000005;0
VILLAVERDE DEL MONTE;466;BURGOS;09;09466;122;RIBERA DEL ARLANZA Y DEL MONTE;REVENGA DE MUÑÓ;;-3.812958;42.160739;432842.23;4667942.92;42.16073899906124,-3.812958;0
VILLAVERDE-MOGINA;467;BURGOS;09;09467;74;BAJO ARLANZA,CAMPOS DE MUÑÓ;;;-4.04902;42.161528;413342.25;4668243.21;42.161527999061235,-4.04902;0
VILLORUEBO;476;BURGOS;09;09476;68;COMARCA DEL ARLANZÓN;MAZUECO DE LARA,QUINTANILLA CABRERA,VILLORUEBO;;-3.438346;42.167281;463792.4;4668442.46;42.16728099906122,-3.438346;0
ZAZUAR;483;BURGOS;09;09483;207;RIO ARANDILLA;;;-3.555287;41.695618;453793.89;4616130.86;41.69561799906285,-3.555287;0
ALGADEFE;2;LEÓN;24;24002;283;SUR DE LEÓN (MANSURLE);;;-5.583459;42.218458;286770.31;4677263.29;42.21845799906106,-5.583459;0
ARGANZA;7;LEÓN;24;24007;788;AGUA DEL BIERZO,BIERZO CENTRAL;ARGANZA,CAMPELO,CANEDO,ESPANILLO,MAGAZ DE ARRIBA,SAN JUAN DE LA MATA,SAN MIGUEL DE ARGANZA,SAN VICENTE;COMARCA DE EL BIERZO;-6.683975;42.640782;197964.55;4727507.86;42.64078199905983,-6.683975;0
BALBOA;9;LEÓN;24;24009;287;;BALBOA,CANTEJEIRA Y PUMARÍN,CASTAÑEIRAS Y FUENTE DE OLIVA,CHANDEVILLAR Y RUIDEFERROS,VALVERDE Y VILLARMARÍIN,VILLAFEILE, LAMAGRANDE Y QUINTELA,VILLANUEVA Y PARAGÍS,VILLARIÑOS Y CASTAÑOSO;COMARCA DE EL BIERZO;-6.920859;42.706199;178878.45;4735647.75;42.70619899905966,-6.920859000000001;0
BARJAS;11;LEÓN;24;24011;167;BIERZO OESTE;ALBAREDOS Y CRUCES,BARJAS,BUSMAYOR,CAMPO DE LIEBRE,CORPORALES,CORRALES Y PEÑACAIRA,GUIMIL,MOLDES Y HERMIDE,MOSTEIROS,QUINTELA DE BARJAS,VEGAS DO SEO;COMARCA DE EL BIERZO;-6.979489;42.611343;173579.3;4725337.62;42.61134299905991,-6.979489000000001;0
GRADEFES;79;LEÓN;24;24079;925;RIBERA DEL ESLA;CAÑIZAL DE RUEDA,CARBAJAL DE RUEDA,CASASOLA DE RUEDA,CIFUENTES DE RUEDA,GARFÍN,GRADEFES,MELLANZOS,NAVA DE LOS CABALLEROS,RUEDA DEL ALMIRANTE,SAN BARTOLOMÉ DE RUEDA,SAN MIGUEL DE ESCALADA,SANTA OLAJA DE ESLONZA,VALDEALCÓN,VALDEALISO,VALDUVIECO,VILLACIDAYO,VILLANÓFAR,VILLARMÚN DE ESLONZA,VILLARRATEL;;-5.226177;42.623816;317441.11;4721443.93;42.62381599905988,-5.226176999999999;0
IGÜEÑA;83;LEÓN;24;24083;1109;BIERZO ALTO;ALMAGARINOS,COLINAS DEL CAMPO DE MARTÍN MORO,ESPINA DE TREMOR,IGÜEÑA,POBLADURA DE LAS REGUERAS,QUINTANA DE FUSEROS,RODRIGATOS DE LAS REGUERAS,TREMOR DE ARRIBA;COMARCA DE EL BIERZO;-6.278644;42.727854;231574.89;4735808.16;42.72785399905961,-6.278644;0
LAGUNA DE NEGRILLOS;88;LEÓN;24;24088;1057;EL PÁRAMO;CABAÑEROS,VILLAMORICO;;-5.660993;42.238568;280440.24;4679693.32;42.23856799906099,-5.6609929999999995;0
MAGAZ DE CEPEDA;93;LEÓN;24;24093;358;LA CEPEDA;BENAMARÍAS,MAGAZ DE CEPEDA,PORQUEROS,VANIDODES,VEGA DE MAGAZ,ZACOS;;-6.072041;42.5396;247731.09;4714264.94;42.539599999060115,-6.0720410000000005;0
MANSILLA MAYOR;95;LEÓN;24;24095;326;LEÓN Y ALFOZ,RIBERA DEL ESLA;MANSILLA MAYOR,NOGALES DE MANSILLA,VILLAMOROS DE MANSILLA,VILLAVERDE DE SANDOVAL;;-5.443959;42.508341;299210.64;4709113.73;42.508340999060195,-5.443959;0
NOCEDA DEL BIERZO;102;LEÓN;24;24102;625;BIERZO ALTO;CABANILLAS DE SAN JUSTO,NOCEDA,ROBLEDO DE LAS TRAVIESAS,SAN JUSTO DE CABANILLAS;COMARCA DE EL BIERZO;-6.39677;42.713043;221836.77;4734546.08;42.713042999059645,-6.396770000000001;0
PAJARES DE LOS OTEROS;107;LEÓN;24;24107;232;SUR DE LEÓN (MANSURLE);FUENTES DE LOS OTEROS,MORILLA DE LOS OTEROS,PAJARES DE LOS OTEROS,POBLADURA DE LOS OTEROS,QUINTANILLA DE LOS OTEROS,VALDESAZ DE LOS OTEROS,VELILLA DE LOS OTEROS;;-5.472444;42.329063;296290.39;4689273.46;42.3290629990607,-5.472443999999999;0
PONFERRADA;115;LEÓN;24;24115;63747;MUNICIPAL PARA EL TRATAMIENTO DE LAS AGUAS RESIDUALES DEL BA;BOUZAS,COLUMBRIANOS,DEHESAS,FUENTESNUEVAS,MONTES DE VALDUEZA,OTERO,PEÑALBA DE SANTIAGO,RIMOR,SAN ANDRÉS DE MONTEJOS,SAN CLEMENTE DE VALDUEZA,SAN CRISTÓBAL DE VALDUEZA,SAN ESTEBAN DE VALDUEZA,SAN LORENZO,SANTO TOMÁS DE LAS OLLAS,TORAL DE MERAYO,VALDEFRANCOS,VILLANUEVA DE VALDUEZA;COMARCA DE EL BIERZO;-6.5973;42.547681;204631.58;4716861.87;42.547680999060084,-6.597300000000001;0
QUINTANA Y CONGOSTO;125;LEÓN;24;24125;411;LAS CUATRO RIBERAS;HERREROS DE JAMUZ,PALACIOS DE JAMUZ,QUINTANA Y CONGOSTO,QUINTANILLA DE FLÓREZ,TABUYUELO DE JAMUZ,TORNEROS DE JAMUZ;;-6.037687;42.256138;249425.95;4682684.47;42.25613799906094,-6.037687;0
SAN PEDRO BERCIANOS;150;LEÓN;24;24150;230;EL PÁRAMO;LA MATA DEL PÁRAMO,SAN PEDRO BERCIANOS;;-5.709636;42.39232;276970.34;4696893.6;42.392319999060526,-5.709636000000001;0
SANTA COLOMBA DE SOMOZA;152;LEÓN;24;24152;518;LA MARAGATERIA;ANDIÑUELA,ARGAÑOSO,LA MALUENGA,MURIAS DE PEDREDO,PEDREDO,RABANAL DEL CAMINO,RABANAL VIEJO,SAN MARTÍN DEL AGOSTEDO,SANTA COLOMBA DE SOMOZA,SANTA MARINA DE SOMOZA,TABLADILLO,TURIENZO DE LOS CABALLEROS,VALDEMANZANAS,VIFORCOS,VILLAR DE CIERVOS;;-6.242525;42.442617;233317.85;4704016.8;42.44261699906038,-6.242525;0
SANTA MARÍA DE LA ISLA;155;LEÓN;24;24155;468;LAS CUATRO RIBERAS;SANTA MARÍA DE LA ISLA,SANTIBÁÑEZ DE LA ISLA;;-5.92833;42.356232;258830.12;4693483.61;42.35623199906065,-5.928330000000001;0
SANTAS MARTAS;160;LEÓN;24;24160;728;ESLA-BERNESGA;LUENGOS DE LOS OTEROS,MALILLOS DE LOS OTEROS,RELIEGOS,SANTAS MARTAS,VILLAMARCO;;-5.371958;42.432409;304890.56;4700513.62;42.432408999060414,-5.371958;0
TORRE DEL BIERZO;170;LEÓN;24;24170;2079;BIERZO ALTO;ALBARES DE LA RIBERA,FONFRÍA,LA GRANJA DE SAN VICENTE,MATAVENERO Y POIBUENO,SAN ANDRÉS DE LAS PUENTES,SAN FACUNDO,SANTA CRUZ DE MONTES,SANTA MARINA DE TORRE,TORRE DEL BIERZO,TREMOR DE ABAJO;COMARCA DE EL BIERZO;-6.320879;42.595035;227536.8;4721192.99;42.59503499905996,-6.320879;0
TRUCHAS;172;LEÓN;24;24172;418;CABRERA-VALDERIA;BAÍLLO,CORPORALES,CUNAS,IRUELA,LA CUESTA,MANZANEDA,POZOS,QUINTANILLA DE YUSO,TRUCHAS,TRUCHILLAS,VALDAVIDO,VILLAR DEL MONTE,VILLARINO;;-6.434608;42.260939;216702.51;4684462.58;42.260938999060926,-6.434607999999999;0
TURCIA;173;LEÓN;24;24173;1003;DEL ÓRBIGO,DEPURACIÓN DEL ALTO ÓRBIGO;ARMELLADA,GAVILANES DE ÓRBIGO,PALAZUELO DE ÓRBIGO,TURCIA;;-5.874992;42.533452;263890.34;4713013.88;42.53345199906011,-5.874992;0
VALDEFRESNO;175;LEÓN;24;24175;2208;LANCIA Y SOBARRIBA;ARCAHUEJA,CARBAJOSA,CORBILLOS DE LA SOBARRIBA,GOLPEJAR DE LA SOBARRIBA,NAVAFRÍA,PARADILLA DE LA SOBARRIBA,SANFELISMO,SANTA OLAJA DE PORMA,SANTIBÁÑEZ DE PORMA,SANTOVENIA DEL MONTE,SOLANILLA,TENDAL,VALDEFRESNO,VALDELAFUENTE,VILLACETE,VILLACIL,VILLAFELIZ DE LA SOBARRIBA,VILLALBOÑE,VILLASECA DE LA SOBARRIBA,VILLAVENTE;;-5.49251;42.593744;295500.75;4718713.88;42.59374399905997,-5.49251;0
VALDEVIMBRE;187;LEÓN;24;24187;936;ESLA-BERNESGA;FONTECHA,PALACIOS DE FONTECHA,POBLADURA DE FONTECHA,VALDEVIMBRE,VALLEJO,VILLAGALLEGOS,VILLIBAÑE;;-5.620023;42.41962;284440.43;4699693.62;42.419619999060444,-5.620023;0
FRÓMISTA;74;PALENCIA;34;34074;777;AGUAS DEL OTERO,CAMINO DE SANTIAGO;;;-4.402568;42.267743;384329.76;4680456.43;42.26774299906091,-4.402568;0
HÉRMEDES DE CERRATO;82;PALENCIA;34;34082;78;VALLES DEL CERRATO,ZONA CERRATO SUR;;;-4.177704;41.81977;402189.82;4630436.13;41.819769999062395,-4.177704;0
LAGARTOS;91;PALENCIA;34;34091;128;COMARCA DE SALDAÑA;LAGARTOS,TERRADILLOS DE LOS TEMPLARIOS,VILLAMBRÁN DE CEA;;-4.903725;42.405844;343341.15;4696593.65;42.4058439990605,-4.9037250000000006;0
LEDIGOS;94;PALENCIA;34;34094;65;CAMPOS Y NAVA;;;-4.864286;42.35389;346460.17;4690752.66;42.353889999060634,-4.864285999999999;0
LOMA DE UCIEZA;903;PALENCIA;34;34903;199;CAMINO DE SANTIAGO;ITERO SECO,VILLOTA DEL DUQUE;;-4.579194;42.441248;370120.79;4699977.44;42.44124799906037,-4.579193999999999;0
MARCILLA DE CAMPOS;101;PALENCIA;34;34101;45;LA VALLARNA;;;-4.396017;42.31703;384959.76;4685920.3;42.31702999906074,-4.396017;0
MAZARIEGOS;102;PALENCIA;34;34102;217;CAMPOS,CAMPOS ESTE;;;-4.716154;42.028611;357933.65;4654377.54;42.02861099906167,-4.716154;0
MENESES DE CAMPOS;106;PALENCIA;34;34106;120;CAMPOS;;;-4.919509;41.942;340883.31;4645118.4;41.94199999906197,-4.919508999999999;0
MONZÓN DE CAMPOS;108;PALENCIA;34;34108;596;VILLAS DEL BAJO CARRIÓN Y UCIEZA;;;-4.493743;42.115263;376513.8;4663653.51;42.11526299906139,-4.493743;0
OLEA DE BOEDO;113;PALENCIA;34;34113;41;BOEDO-OJEDA,VALLE DEL BOEDO;;;-4.448945;42.608643;381151.02;4718374.19;42.60864299905992,-4.448945;0
POZO DE URAMA;137;PALENCIA;34;34137;21;CAMPOS;;;-4.894954;42.254333;343688.11;4679753.65;42.25433299906094,-4.894954;0
PRÁDANOS DE OJEDA;139;PALENCIA;34;34139;185;BOEDO-OJEDA;;;-4.347618;42.6825;389593.14;4726438.24;42.68249999905973,-4.347618;0
QUINTANA DEL PUENTE;141;PALENCIA;34;34141;290;BAJO ARLANZA,CAMPOS DE MUÑÓ;;;-4.206578;42.084769;400206.08;4659892.36;42.08476899906148,-4.206578;0
RESPENDA DE LA PEÑA;151;PALENCIA;34;34151;147;ALTO CARRION;BAÑOS DE LA PEÑA,BARAJORES DE LA PEÑA,FONTECHA DE LA PEÑA,RESPENDA DE LA PEÑA,RIOSMENUDOS DE LA PEÑA,SANTANA DE LA PEÑA,VEGA DE RIACOS;;-4.686718;42.764057;361991.95;4735993.8;42.76405699905953,-4.686718000000001;0
